Variant,Cases,Events,Median duration,Median duration (milliseconds),Mean duration,Mean duration (milliseconds),Step 1,Step 2,Step 3,Step 4,Step 5,Step 6,Step 7,Step 8,Step 9,Step 10,Step 11,Step 12,Step 13,Step 14,Step 15,Step 16,Step 17,Step 18,Step 19,Step 20,Step 21,Step 22,Step 23,Step 24,Step 25,Step 26,Step 27,Step 28,Step 29,Step 30,Step 31,Step 32,Step 33,Step 34,Step 35,Step 36,Step 37,Step 38,Step 39,Step 40,Step 41,Step 42,Step 43,Step 44,Step 45,Step 46,Step 47,Step 48,Step 49,Step 50,Step 51,Step 52,Step 53,Step 54,Step 55,Step 56,Step 57,Step 58,Step 59,Step 60,Step 61,Step 62,Step 63,Step 64,Step 65,Step 66,Step 67,Step 68,Step 69,Step 70,Step 71,Step 72,Step 73,Step 74,Step 75,Step 76,Step 77,Step 78,Step 79,Step 80,Step 81,Step 82,Step 83,Step 84,Step 85,Step 86,Step 87,Step 88,Step 89,Step 90,Step 91,Step 92,Step 93,Step 94,Step 95,Step 96,Step 97,Step 98,Step 99,Step 100,Step 101,Step 102,Step 103,Step 104,Step 105,Step 106,Step 107,Step 108,Step 109,Step 110,Step 111,Step 112,Step 113,Step 114,Step 115,Step 116,Step 117,Step 118,Step 119,Step 120,Step 121,Step 122,Step 123,Step 124,Step 125,Step 126,Step 127,Step 128,Step 129,Step 130,Step 131,Step 132,Step 133,Step 134,Step 135,Step 136,Step 137,Step 138,Step 139,Step 140,Step 141,Step 142,Step 143,Step 144,Step 145,Step 146,Step 147,Step 148,Step 149,Step 150,Step 151,Step 152,Step 153,Step 154
Variant 555,1,40,"322 days, 8 hours",27852441000,"322 days, 8 hours",27852441000,01_HOOFD_010-complete,01_HOOFD_030_2-complete,01_HOOFD_065_2-complete,01_HOOFD_020-complete,01_HOOFD_040-complete,01_HOOFD_015-complete,01_HOOFD_030_1-complete,14_VRIJ_010-complete,03_GBH_005-complete,05_EIND_010-complete,01_HOOFD_050-complete,01_HOOFD_060-complete,04_BPT_010-complete,04_BPT_020-complete,04_BPT_030-complete,01_HOOFD_090-complete,01_HOOFD_130-complete,01_HOOFD_160-complete,01_HOOFD_180-complete,01_HOOFD_110-complete,01_HOOFD_140-complete,01_HOOFD_120-complete,01_HOOFD_065_1-complete,01_HOOFD_150-complete,08_AWB45_020_2-complete,01_HOOFD_190-complete,08_AWB45_010-complete,08_AWB45_020_1-complete,08_AWB45_030-complete,08_AWB45_060-complete,08_AWB45_070_1-complete,08_AWB45_080-complete,08_AWB45_070_2-complete,08_AWB45_090_2-complete,08_AWB45_090_1-complete,08_AWB45_110-complete,08_AWB45_150-complete,01_HOOFD_810-complete,08_AWB45_180-complete,01_HOOFD_820-complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Variant 556,1,35,"201 days, 12 hours",17409724000,"201 days, 12 hours",17409724000,01_HOOFD_010-complete,01_HOOFD_015-complete,01_HOOFD_020-complete,03_GBH_005-complete,05_EIND_010-complete,01_HOOFD_030_1-complete,01_HOOFD_030_2-complete,01_HOOFD_040-complete,01_HOOFD_050-complete,01_HOOFD_060-complete,08_AWB45_020_2-complete,01_HOOFD_065_1-complete,01_HOOFD_065_2-complete,07_OPS_010-complete,01_HOOFD_101-complete,06_VD_010-complete,01_HOOFD_110-complete,01_HOOFD_120-complete,01_HOOFD_180-complete,01_HOOFD_190-complete,08_AWB45_010-complete,08_AWB45_020_1-complete,08_AWB45_090_2-complete,08_AWB45_150-complete,08_AWB45_080-complete,01_HOOFD_810-complete,14_VRIJ_010-complete,08_AWB45_030-complete,08_AWB45_060-complete,08_AWB45_070_1-complete,08_AWB45_070_2-complete,08_AWB45_090_1-complete,08_AWB45_110-complete,08_AWB45_180-complete,01_HOOFD_820-complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Variant 557,1,61,"144 days, 10 hours",12478388000,"144 days, 10 hours",12478388000,01_HOOFD_010-complete,01_HOOFD_460-complete,01_HOOFD_030_2-complete,10_UOV_030-complete,10_UOV_035-complete,01_HOOFD_065_2-complete,01_HOOFD_350_2-complete,10_UOV_050_2-complete,01_HOOFD_490_3-complete,01_HOOFD_510_2-complete,01_HOOFD_020-complete,14_VRIJ_010-complete,03_GBH_005-complete,05_EIND_010-complete,01_HOOFD_040-complete,01_HOOFD_050-complete,01_HOOFD_060-complete,07_OPS_010-complete,06_VD_010-complete,01_HOOFD_101-complete,01_HOOFD_180-complete,01_HOOFD_190-complete,01_HOOFD_200-complete,15_NGV_010-complete,01_HOOFD_330-complete,09_AH_I_010-complete,01_HOOFD_380-complete,01_HOOFD_446-complete,10_UOV_010-complete,10_UOV_060-complete,10_UOV_180-complete,01_HOOFD_470-complete,01_HOOFD_490_1-complete,01_HOOFD_015-complete,01_HOOFD_490_2-complete,01_HOOFD_260-complete,10_UOV_040-complete,01_HOOFD_120-complete,01_HOOFD_065_1-complete,01_HOOFD_350_1-complete,01_HOOFD_195-complete,01_HOOFD_440_2-complete,01_HOOFD_465-complete,01_HOOFD_370-complete,10_UOV_045-complete,01_HOOFD_440_1-complete,01_HOOFD_375-complete,01_HOOFD_250-complete,01_HOOFD_445-complete,01_HOOFD_520-complete,01_HOOFD_110-complete,10_UOV_050_1-complete,01_HOOFD_510_1-complete,01_HOOFD_495-complete,01_HOOFD_030_1-complete,01_HOOFD_530-complete,01_BB_630-complete,01_BB_730-complete,01_BB_770-complete,01_HOOFD_810-complete,01_HOOFD_820-complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Variant 558,1,55,"93 days, 10 hours",8071625000,"93 days, 10 hours",8071625000,01_HOOFD_010-complete,01_HOOFD_020-complete,03_GBH_005-complete,05_EIND_010-complete,01_HOOFD_015-complete,01_HOOFD_030_1-complete,01_HOOFD_030_2-complete,01_HOOFD_040-complete,01_HOOFD_050-complete,01_HOOFD_060-complete,01_HOOFD_065_2-complete,01_HOOFD_065_1-complete,01_HOOFD_110-complete,01_HOOFD_120-complete,01_HOOFD_180-complete,01_HOOFD_190-complete,08_AWB45_010-complete,08_AWB45_020_2-complete,08_AWB45_020_1-complete,14_VRIJ_010-complete,08_AWB45_040-complete,08_AWB45_030-complete,08_AWB45_170-complete,01_HOOFD_110-complete,01_HOOFD_120-complete,01_HOOFD_180-complete,01_HOOFD_190-complete,01_HOOFD_195-complete,01_HOOFD_200-complete,07_OPS_010-complete,06_VD_010-complete,01_HOOFD_101-complete,01_HOOFD_250-complete,15_NGV_010-complete,01_HOOFD_260-complete,01_HOOFD_330-complete,09_AH_I_010-complete,01_HOOFD_370-complete,01_HOOFD_375-complete,01_HOOFD_380-complete,01_HOOFD_430-complete,01_HOOFD_470-complete,01_HOOFD_480-complete,01_HOOFD_490_1-complete,01_HOOFD_490_2-complete,01_BB_770-complete,01_HOOFD_490_3-complete,01_HOOFD_495-complete,01_HOOFD_510_1-complete,01_HOOFD_510_2-complete,01_HOOFD_520-complete,01_HOOFD_530-complete,01_BB_540-complete,01_HOOFD_790-complete,01_HOOFD_800-complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Variant 559,1,45,"225 days, 10 hours",19477789000,"225 days, 10 hours",19477789000,01_HOOFD_010-complete,01_HOOFD_015-complete,01_HOOFD_020-complete,03_GBH_005-complete,05_EIND_010-complete,01_HOOFD_030_1-complete,01_HOOFD_030_2-complete,01_HOOFD_040-complete,01_HOOFD_050-complete,01_HOOFD_060-complete,14_VRIJ_010-complete,01_HOOFD_065_1-complete,01_HOOFD_065_2-complete,07_OPS_010-complete,01_HOOFD_101-complete,06_VD_010-complete,01_HOOFD_110-complete,01_HOOFD_180-complete,01_HOOFD_120-complete,01_HOOFD_190-complete,01_HOOFD_200-complete,01_HOOFD_195-complete,15_NGV_010-complete,01_HOOFD_250-complete,01_HOOFD_330-complete,09_AH_I_010-complete,01_HOOFD_380-complete,01_HOOFD_430-complete,01_HOOFD_470-complete,01_HOOFD_480-complete,01_HOOFD_375-complete,01_HOOFD_260-complete,01_HOOFD_370-complete,01_HOOFD_490_1-complete,01_HOOFD_490_2-complete,01_HOOFD_490_3-complete,01_HOOFD_495-complete,01_HOOFD_510_1-complete,01_HOOFD_510_2-complete,01_HOOFD_520-complete,01_HOOFD_530-complete,01_BB_540-complete,01_BB_770-complete,01_HOOFD_810-complete,01_HOOFD_820-complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Variant 560,1,45,"90 days, 10 hours",7812102000,"90 days, 10 hours",7812102000,01_HOOFD_010-complete,01_HOOFD_020-complete,03_GBH_005-complete,05_EIND_010-complete,01_HOOFD_015-complete,01_HOOFD_030_2-complete,01_HOOFD_030_1-complete,01_HOOFD_040-complete,01_HOOFD_050-complete,01_HOOFD_060-complete,14_VRIJ_010-complete,01_HOOFD_065_1-complete,01_HOOFD_065_2-complete,01_HOOFD_101-complete,07_OPS_010-complete,06_VD_010-complete,01_HOOFD_110-complete,01_HOOFD_180-complete,01_HOOFD_120-complete,01_HOOFD_190-complete,01_HOOFD_200-complete,01_HOOFD_195-complete,15_NGV_010-complete,01_HOOFD_250-complete,01_HOOFD_330-complete,09_AH_I_010-complete,01_HOOFD_380-complete,01_HOOFD_430-complete,01_HOOFD_470-complete,01_HOOFD_480-complete,01_HOOFD_490_1-complete,01_HOOFD_375-complete,01_HOOFD_370-complete,01_HOOFD_260-complete,01_HOOFD_490_2-complete,01_HOOFD_490_3-complete,01_HOOFD_495-complete,01_HOOFD_510_1-complete,01_HOOFD_510_2-complete,01_HOOFD_520-complete,01_HOOFD_530-complete,01_BB_540-complete,01_HOOFD_790-complete,01_BB_770-complete,01_HOOFD_800-complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Variant 561,1,70,"259 days, 16 hours",22435857000,"259 days, 16 hours",22435857000,01_HOOFD_010-complete,01_HOOFD_020-complete,03_GBH_005-complete,05_EIND_010-complete,01_HOOFD_015-complete,01_HOOFD_030_1-complete,01_HOOFD_030_2-complete,01_HOOFD_040-complete,01_HOOFD_050-complete,01_HOOFD_060-complete,14_VRIJ_010-complete,01_HOOFD_065_2-complete,01_HOOFD_065_1-complete,01_HOOFD_101-complete,07_OPS_010-complete,06_VD_010-complete,01_HOOFD_110-complete,01_HOOFD_120-complete,01_HOOFD_180-complete,01_HOOFD_190-complete,08_AWB45_010-complete,08_AWB45_020_2-complete,08_AWB45_020_1-complete,08_AWB45_030-complete,08_AWB45_040-complete,01_HOOFD_193-complete,01_HOOFD_130-complete,01_HOOFD_110-complete,01_HOOFD_120-complete,01_HOOFD_180-complete,09_AWB45_005-complete,01_HOOFD_195-complete,01_HOOFD_200-complete,01_HOOFD_270-complete,01_HOOFD_250-complete,01_HOOFD_260-complete,01_HOOFD_330-complete,09_AH_I_010-complete,01_HOOFD_370-complete,01_HOOFD_375-complete,01_HOOFD_380-complete,01_HOOFD_440_1-complete,10_UOV_035-complete,10_UOV_030-complete,10_UOV_050_2-complete,01_HOOFD_440_2-complete,01_HOOFD_445-complete,01_HOOFD_446-complete,01_HOOFD_460-complete,01_HOOFD_465-complete,10_UOV_010-complete,10_UOV_040-complete,10_UOV_045-complete,10_UOV_050_1-complete,10_UOV_060-complete,10_UOV_180-complete,11_AH_II_010-complete,01_HOOFD_490_1-complete,01_HOOFD_491-complete,01_HOOFD_490_2-complete,01_HOOFD_495-complete,01_HOOFD_510_2-complete,01_HOOFD_510_1-complete,01_HOOFD_520-complete,01_HOOFD_530-complete,01_BB_630-complete,01_BB_730-complete,01_BB_770-complete,01_HOOFD_810-complete,01_HOOFD_820-complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Variant 562,1,45,"102 days, 11 hours",8853681000,"102 days, 11 hours",8853681000,01_HOOFD_010-complete,01_HOOFD_015-complete,01_HOOFD_020-complete,03_GBH_005-complete,05_EIND_010-complete,01_HOOFD_030_2-complete,01_HOOFD_030_1-complete,01_HOOFD_040-complete,01_HOOFD_050-complete,01_HOOFD_060-complete,14_VRIJ_010-complete,01_HOOFD_065_1-complete,01_HOOFD_065_2-complete,07_OPS_010-complete,01_HOOFD_101-complete,06_VD_010-complete,01_HOOFD_110-complete,01_HOOFD_180-complete,01_HOOFD_120-complete,01_HOOFD_190-complete,01_HOOFD_200-complete,01_HOOFD_195-complete,15_NGV_010-complete,01_HOOFD_250-complete,01_HOOFD_330-complete,09_AH_I_010-complete,01_HOOFD_380-complete,01_HOOFD_430-complete,01_HOOFD_470-complete,01_HOOFD_480-complete,01_HOOFD_370-complete,01_HOOFD_260-complete,01_HOOFD_375-complete,01_HOOFD_490_1-complete,01_HOOFD_490_2-complete,01_HOOFD_490_3-complete,01_HOOFD_495-complete,01_HOOFD_510_2-complete,01_HOOFD_510_1-complete,01_HOOFD_520-complete,01_HOOFD_530-complete,01_BB_540-complete,01_BB_770-complete,01_HOOFD_790-complete,01_HOOFD_800-complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Variant 563,1,35,"179 days, 11 hours",15507645000,"179 days, 11 hours",15507645000,01_HOOFD_010-complete,01_HOOFD_015-complete,01_HOOFD_020-complete,03_GBH_005-complete,05_EIND_010-complete,01_HOOFD_030_1-complete,01_HOOFD_030_2-complete,01_HOOFD_040-complete,01_HOOFD_050-complete,01_HOOFD_060-complete,01_HOOFD_065_2-complete,08_AWB45_020_2-complete,14_VRIJ_010-complete,01_HOOFD_065_1-complete,07_OPS_010-complete,01_HOOFD_101-complete,01_HOOFD_110-complete,06_VD_010-complete,01_HOOFD_180-complete,01_HOOFD_120-complete,01_HOOFD_190-complete,08_AWB45_010-complete,08_AWB45_020_1-complete,08_AWB45_030-complete,08_AWB45_060-complete,08_AWB45_070_1-complete,08_AWB45_080-complete,08_AWB45_070_2-complete,08_AWB45_090_1-complete,08_AWB45_090_2-complete,08_AWB45_110-complete,08_AWB45_150-complete,08_AWB45_180-complete,01_HOOFD_810-complete,01_HOOFD_820-complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Variant 564,1,45,"103 days, 12 hours",8942452000,"103 days, 12 hours",8942452000,01_HOOFD_010-complete,01_HOOFD_020-complete,03_GBH_005-complete,05_EIND_010-complete,01_HOOFD_015-complete,01_HOOFD_030_1-complete,01_HOOFD_030_2-complete,01_HOOFD_040-complete,01_HOOFD_050-complete,01_HOOFD_060-complete,14_VRIJ_010-complete,01_HOOFD_065_1-complete,01_HOOFD_065_2-complete,01_HOOFD_101-complete,07_OPS_010-complete,01_HOOFD_110-complete,06_VD_010-complete,01_HOOFD_180-complete,01_HOOFD_120-complete,01_HOOFD_190-complete,01_HOOFD_200-complete,01_HOOFD_195-complete,15_NGV_010-complete,01_HOOFD_250-complete,01_HOOFD_260-complete,01_HOOFD_330-complete,09_AH_I_010-complete,01_HOOFD_380-complete,01_HOOFD_430-complete,01_HOOFD_470-complete,01_HOOFD_480-complete,01_HOOFD_490_1-complete,01_HOOFD_370-complete,01_HOOFD_375-complete,01_HOOFD_490_2-complete,01_HOOFD_490_3-complete,01_HOOFD_510_2-complete,01_HOOFD_495-complete,01_HOOFD_510_1-complete,01_HOOFD_520-complete,01_HOOFD_530-complete,01_BB_540-complete,01_HOOFD_790-complete,01_BB_770-complete,01_HOOFD_800-complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Variant 565,1,45,"77 days, 8 hours",6684128000,"77 days, 8 hours",6684128000,01_HOOFD_010-complete,01_HOOFD_030_2-complete,01_HOOFD_065_2-complete,01_HOOFD_490_3-complete,01_HOOFD_020-complete,01_HOOFD_040-complete,01_HOOFD_050-complete,01_HOOFD_060-complete,07_OPS_010-complete,06_VD_010-complete,01_HOOFD_101-complete,01_HOOFD_120-complete,01_HOOFD_030_1-complete,01_HOOFD_065_1-complete,01_HOOFD_015-complete,01_HOOFD_110-complete,14_VRIJ_010-complete,03_GBH_005-complete,05_EIND_010-complete,01_HOOFD_180-complete,01_HOOFD_190-complete,01_HOOFD_200-complete,15_NGV_010-complete,01_HOOFD_330-complete,09_AH_I_010-complete,01_HOOFD_380-complete,01_HOOFD_430-complete,01_HOOFD_470-complete,01_HOOFD_480-complete,01_HOOFD_490_1-complete,01_HOOFD_250-complete,01_HOOFD_490_2-complete,01_HOOFD_195-complete,01_HOOFD_375-complete,01_HOOFD_260-complete,01_HOOFD_370-complete,01_HOOFD_495-complete,01_HOOFD_510_2-complete,01_HOOFD_510_1-complete,01_HOOFD_530-complete,01_HOOFD_520-complete,01_BB_540-complete,01_HOOFD_790-complete,01_BB_770-complete,01_HOOFD_800-complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Variant 566,1,16,"29 days, 9 hours",2539653000,"29 days, 9 hours",2539653000,01_HOOFD_010-complete,01_HOOFD_015-complete,01_HOOFD_020-complete,03_GBH_005-complete,05_EIND_010-complete,14_VRIJ_010-complete,01_HOOFD_030_2-complete,01_HOOFD_030_1-complete,14_VRIJ_020_2-complete,14_VRIJ_020_1-complete,01_HOOFD_040-complete,01_HOOFD_050-complete,01_HOOFD_060-complete,01_HOOFD_790-complete,14_VRIJ_035-complete,01_HOOFD_800-complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Variant 567,1,44,"81 days, 11 hours",7038979000,"81 days, 11 hours",7038979000,01_HOOFD_010-complete,01_HOOFD_015-complete,01_HOOFD_020-complete,03_GBH_005-complete,05_EIND_010-complete,01_HOOFD_030_1-complete,01_HOOFD_030_2-complete,01_HOOFD_040-complete,01_HOOFD_050-complete,01_HOOFD_060-complete,14_VRIJ_010-complete,01_HOOFD_065_1-complete,01_HOOFD_065_2-complete,07_OPS_010-complete,01_HOOFD_101-complete,01_HOOFD_110-complete,01_HOOFD_180-complete,01_HOOFD_120-complete,01_HOOFD_190-complete,01_HOOFD_195-complete,01_HOOFD_200-complete,01_HOOFD_250-complete,01_HOOFD_330-complete,09_AH_I_010-complete,01_HOOFD_380-complete,01_HOOFD_430-complete,01_HOOFD_470-complete,01_HOOFD_480-complete,01_HOOFD_490_1-complete,01_HOOFD_375-complete,01_HOOFD_260-complete,01_HOOFD_370-complete,01_HOOFD_490_2-complete,06_VD_010-complete,01_HOOFD_490_3-complete,01_HOOFD_495-complete,01_HOOFD_510_2-complete,01_HOOFD_510_1-complete,01_HOOFD_520-complete,01_HOOFD_530-complete,01_BB_540-complete,01_HOOFD_790-complete,01_BB_770-complete,01_HOOFD_800-complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Variant 568,1,44,"64 days, 16 hours",5589914000,"64 days, 16 hours",5589914000,01_HOOFD_010-complete,01_HOOFD_015-complete,01_HOOFD_020-complete,03_GBH_005-complete,05_EIND_010-complete,01_HOOFD_030_2-complete,01_HOOFD_030_1-complete,01_HOOFD_040-complete,01_HOOFD_050-complete,01_HOOFD_060-complete,01_HOOFD_065_1-complete,01_HOOFD_065_2-complete,07_OPS_010-complete,01_HOOFD_101-complete,14_VRIJ_010-complete,06_VD_010-complete,01_HOOFD_110-complete,01_HOOFD_180-complete,01_HOOFD_120-complete,01_HOOFD_190-complete,01_HOOFD_200-complete,01_HOOFD_195-complete,01_HOOFD_250-complete,01_HOOFD_330-complete,09_AH_I_010-complete,01_HOOFD_380-complete,01_HOOFD_430-complete,01_HOOFD_470-complete,01_HOOFD_480-complete,01_HOOFD_260-complete,01_HOOFD_370-complete,01_HOOFD_375-complete,01_HOOFD_490_1-complete,01_HOOFD_490_2-complete,01_HOOFD_490_3-complete,01_HOOFD_495-complete,01_HOOFD_510_1-complete,01_HOOFD_510_2-complete,01_HOOFD_520-complete,01_HOOFD_530-complete,01_BB_540-complete,01_BB_770-complete,01_HOOFD_790-complete,01_HOOFD_800-complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Variant 569,1,43,"77 days, 8 hours",6683635000,"77 days, 8 hours",6683635000,01_HOOFD_010-complete,01_HOOFD_015-complete,01_HOOFD_020-complete,03_GBH_005-complete,05_EIND_010-complete,01_HOOFD_030_1-complete,01_HOOFD_040-complete,01_HOOFD_050-complete,01_HOOFD_060-complete,01_HOOFD_030_2-complete,14_VRIJ_010-complete,01_HOOFD_065_1-complete,01_HOOFD_065_2-complete,07_OPS_010-complete,01_HOOFD_101-complete,01_HOOFD_110-complete,01_HOOFD_180-complete,01_HOOFD_190-complete,01_HOOFD_120-complete,01_HOOFD_200-complete,01_HOOFD_195-complete,01_HOOFD_250-complete,01_HOOFD_330-complete,09_AH_I_010-complete,01_HOOFD_380-complete,01_HOOFD_430-complete,01_HOOFD_470-complete,01_HOOFD_375-complete,01_HOOFD_260-complete,01_HOOFD_370-complete,01_HOOFD_480-complete,01_HOOFD_490_1-complete,01_HOOFD_490_2-complete,01_HOOFD_490_3-complete,01_HOOFD_495-complete,01_HOOFD_510_1-complete,01_HOOFD_510_2-complete,01_HOOFD_520-complete,01_HOOFD_530-complete,01_BB_540-complete,01_HOOFD_790-complete,01_BB_770-complete,01_HOOFD_800-complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Variant 570,1,44,"95 days, 11 hours",8248926000,"95 days, 11 hours",8248926000,01_HOOFD_010-complete,01_HOOFD_020-complete,03_GBH_005-complete,05_EIND_010-complete,01_HOOFD_015-complete,01_HOOFD_030_2-complete,01_HOOFD_030_1-complete,01_HOOFD_040-complete,01_HOOFD_050-complete,01_HOOFD_060-complete,14_VRIJ_010-complete,01_HOOFD_065_1-complete,01_HOOFD_065_2-complete,01_HOOFD_101-complete,07_OPS_010-complete,06_VD_010-complete,01_HOOFD_110-complete,01_HOOFD_180-complete,01_HOOFD_120-complete,01_HOOFD_190-complete,01_HOOFD_200-complete,01_HOOFD_195-complete,15_NGV_010-complete,01_HOOFD_250-complete,01_HOOFD_330-complete,09_AH_I_010-complete,01_HOOFD_380-complete,01_HOOFD_430-complete,01_HOOFD_470-complete,01_HOOFD_480-complete,01_HOOFD_370-complete,01_HOOFD_375-complete,01_HOOFD_260-complete,01_HOOFD_490_1-complete,01_HOOFD_490_2-complete,01_HOOFD_490_3-complete,01_HOOFD_495-complete,01_HOOFD_510_1-complete,01_HOOFD_510_2-complete,01_HOOFD_520-complete,01_HOOFD_530-complete,01_BB_540-complete,01_BB_770-complete,01_HOOFD_790-complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Variant 571,1,45,"102 days, 12 hours",8856120000,"102 days, 12 hours",8856120000,01_HOOFD_010-complete,01_HOOFD_015-complete,01_HOOFD_020-complete,03_GBH_005-complete,05_EIND_010-complete,01_HOOFD_030_1-complete,01_HOOFD_030_2-complete,01_HOOFD_040-complete,01_HOOFD_050-complete,01_HOOFD_060-complete,14_VRIJ_010-complete,01_HOOFD_065_1-complete,01_HOOFD_065_2-complete,07_OPS_010-complete,01_HOOFD_101-complete,06_VD_010-complete,01_HOOFD_110-complete,01_HOOFD_180-complete,01_HOOFD_120-complete,01_HOOFD_190-complete,01_HOOFD_200-complete,01_HOOFD_195-complete,15_NGV_010-complete,01_HOOFD_250-complete,01_HOOFD_330-complete,09_AH_I_010-complete,01_HOOFD_380-complete,01_HOOFD_430-complete,01_HOOFD_470-complete,01_HOOFD_480-complete,01_HOOFD_375-complete,01_HOOFD_370-complete,01_HOOFD_260-complete,01_HOOFD_490_1-complete,01_HOOFD_490_2-complete,01_HOOFD_490_3-complete,01_HOOFD_510_2-complete,01_HOOFD_495-complete,01_HOOFD_510_1-complete,01_HOOFD_520-complete,01_HOOFD_530-complete,01_BB_540-complete,01_HOOFD_790-complete,01_BB_770-complete,01_HOOFD_800-complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Variant 572,1,45,"80 days, 11 hours",6952985000,"80 days, 11 hours",6952985000,01_HOOFD_010-complete,01_HOOFD_020-complete,03_GBH_005-complete,05_EIND_010-complete,01_HOOFD_015-complete,01_HOOFD_030_1-complete,01_HOOFD_030_2-complete,01_HOOFD_040-complete,01_HOOFD_050-complete,01_HOOFD_060-complete,14_VRIJ_010-complete,01_HOOFD_065_1-complete,01_HOOFD_065_2-complete,07_OPS_010-complete,01_HOOFD_101-complete,06_VD_010-complete,01_HOOFD_110-complete,01_HOOFD_180-complete,01_HOOFD_120-complete,01_HOOFD_190-complete,01_HOOFD_200-complete,01_HOOFD_195-complete,15_NGV_010-complete,01_HOOFD_250-complete,01_HOOFD_260-complete,01_HOOFD_330-complete,09_AH_I_010-complete,01_HOOFD_380-complete,01_HOOFD_430-complete,01_HOOFD_470-complete,01_HOOFD_480-complete,01_HOOFD_490_1-complete,01_HOOFD_370-complete,01_HOOFD_375-complete,01_HOOFD_490_2-complete,01_HOOFD_490_3-complete,01_HOOFD_495-complete,01_HOOFD_510_1-complete,01_HOOFD_510_2-complete,01_HOOFD_520-complete,01_HOOFD_530-complete,01_BB_540-complete,01_BB_770-complete,01_HOOFD_790-complete,01_HOOFD_800-complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
